"March","April","May","June","July","August","September","October","November","December16","January17","February","March","April"
309.133333333333,307.928571428571,257.533333333333,233.3,236.666666666667,245.766666666667,261.133333333333,253.233333333333,281.7,317.333333333333,287.066666666667,317.966666666667,320.066666666667,301.034482758621
312.333333333333,307.75,256.166666666667,233.466666666667,239.2,246.3,260.966666666667,254,281,316.866666666667,285.833333333333,317.866666666667,318.333333333333,297.48275862069
312.6,310.642857142857,254.866666666667,234.4,240.633333333333,247.3,261.5,255.033333333333,281.366666666667,317.566666666667,285.566666666667,317.566666666667,317.266666666667,296
312.833333333333,310.928571428571,251.766666666667,234.466666666667,240.566666666667,248.133333333333,260.866666666667,254.466666666667,280.366666666667,318.266666666667,286.2,316.966666666667,315.233333333333,293.448275862069
312.533333333333,310.642857142857,250.333333333333,233.233333333333,240.466666666667,248.233333333333,260.933333333333,253.866666666667,280.833333333333,318.5,286.533333333333,317.766666666667,314.833333333333,292.172413793103
312.033333333333,311.142857142857,250.466666666667,232.866666666667,239.8,247.033333333333,261.933333333333,252.833333333333,281.166666666667,317.866666666667,284.966666666667,317.933333333333,314.966666666667,291.137931034483
311.866666666667,310.785714285714,249.533333333333,231.9,238.166666666667,246.166666666667,261.933333333333,252.5,281.233333333333,316.733333333333,284.366666666667,317.7,314.466666666667,289.379310344828
311.2,309.321428571429,248.433333333333,230.8,239.533333333333,245.433333333333,261.366666666667,251.1,281.5,316.9,283.766666666667,317.033333333333,313.6,288.413793103448
310.2,309.357142857143,247.9,229.933333333333,239.5,245.366666666667,260.433333333333,250.633333333333,281.666666666667,316.7,283.866666666667,317.366666666667,312.2,286.827586206897
310.566666666667,308.928571428571,247.1,229.266666666667,239.4,244.633333333333,259.433333333333,249.1,282.6,315.533333333333,283.333333333333,316.566666666667,311.466666666667,285.206896551724
311,308.178571428571,246.9,228.2,239.033333333333,243.266666666667,259,249.033333333333,281.666666666667,315.466666666667,283.133333333333,316.533333333333,311.633333333333,283.551724137931
310.866666666667,308.464285714286,247.333333333333,226.9,238.3,243.433333333333,258.666666666667,248.366666666667,281.666666666667,315.566666666667,283.1,316.433333333333,311.266666666667,283.275862068966
310.866666666667,309.035714285714,247.6,225.033333333333,238.133333333333,243.933333333333,257.333333333333,246.666666666667,281.466666666667,315.166666666667,283.7,315.533333333333,310.166666666667,282.344827586207
310.466666666667,309.035714285714,247.066666666667,224.266666666667,237.6,245.133333333333,256.5,246,283.333333333333,314.333333333333,284.766666666667,314.3,308.633333333333,281.103448275862
310.5,311.821428571429,246.633333333333,223.366666666667,238.566666666667,245.466666666667,256.266666666667,245.8,285.8,314.433333333333,285.833333333333,313.7,307.466666666667,281.586206896552
310.066666666667,311.214285714286,246,222.3,238.366666666667,244.6,255.633333333333,244.7,287.6,315.166666666667,280.833333333333,311.566666666667,306.933333333333,281.310344827586
309.733333333333,311.464285714286,246.3,222.3,238.9,243.866666666667,255.6,244.133333333333,288.533333333333,315.4,280.633333333333,311.6,307.066666666667,280.758620689655
309.966666666667,312.392857142857,246.266666666667,221.7,237.433333333333,243.3,255,244.666666666667,289.966666666667,315.9,284.766666666667,310.8,307.9,281.48275862069
309.8,312.285714285714,245.966666666667,221.166666666667,237.8,243.1,254.9,244.233333333333,290.533333333333,315.7,284.966666666667,310,308,280.620689655172
310.8,311.428571428571,245.166666666667,220.6,236.8,243.066666666667,253.633333333333,244.3,291.3,316.4,285.033333333333,309.2,308.233333333333,280.724137931034
311.633333333333,312.428571428571,245.033333333333,220.2,236.833333333333,242.833333333333,254.166666666667,244.4,290.8,317.233333333333,285.1,310.1,308.3,280.758620689655
313.7,312,244.166666666667,220.933333333333,236.233333333333,241.9,254.133333333333,243.6,291.466666666667,317.333333333333,283.733333333333,309.566666666667,308.566666666667,281.48275862069
311.533333333333,311.75,243.166666666667,221.433333333333,236.666666666667,243.233333333333,253.6,243.266666666667,292.1,318.033333333333,284.9,310.2,308.4,281.310344827586
311.2,311.571428571429,247.9,221.033333333333,236.4,241.566666666667,253.6,243.033333333333,292.4,317.566666666667,285.333333333333,310.733333333333,308.533333333333,282.344827586207
311.366666666667,311.571428571429,245.766666666667,219.733333333333,236.766666666667,240.966666666667,254.1,242.166666666667,292.4,316.233333333333,285.633333333333,310.533333333333,309.2,282.206896551724
311.9,309.214285714286,246.766666666667,218.066666666667,237.733333333333,241.433333333333,253.466666666667,241.266666666667,292.033333333333,315.9,285.6,310,308.5,281.310344827586
311.766666666667,308,248.066666666667,216.233333333333,237.733333333333,241.6,252.133333333333,237.933333333333,292.2,315.6,287.466666666667,309.966666666667,309.3,281.655172413793
311.2,307.678571428571,247.933333333333,214.633333333333,238.066666666667,241,251.6,236.9,292.6,315.766666666667,287.766666666667,309.9,309.466666666667,281.586206896552
310.6,308,247.566666666667,214.566666666667,237.566666666667,239.833333333333,251,236.766666666667,293.366666666667,315.166666666667,288.733333333333,310.3,309.966666666667,281.551724137931
310.9,307.642857142857,247.066666666667,214.133333333333,237.5,238.733333333333,250.366666666667,236.933333333333,294.866666666667,313.233333333333,289.266666666667,309.5,310.233333333333,281.51724137931
310.633333333333,307.392857142857,247.366666666667,214.666666666667,237.566666666667,239.8,249.566666666667,237.3,295.766666666667,313.066666666667,290.1,309.133333333333,310,280.896551724138
310.9,306.714285714286,247.166666666667,215.533333333333,236.866666666667,237.733333333333,249.433333333333,237.066666666667,295.866666666667,313.333333333333,290.766666666667,309.5,309.9,281.241379310345
311.266666666667,306.5,247.666666666667,215.3,236.633333333333,237.733333333333,248.933333333333,237.666666666667,296.133333333333,314.133333333333,291.733333333333,310.266666666667,310.3,282.586206896552
311.433333333333,304.107142857143,248.366666666667,215.033333333333,236.633333333333,236.933333333333,249.333333333333,238.2,296.533333333333,314.433333333333,291.933333333333,310,310.166666666667,282.758620689655
311.6,303.964285714286,246.766666666667,214.933333333333,236.4,236.3,249.066666666667,238.466666666667,297.5,314.2,292.666666666667,310.666666666667,310.233333333333,283.103448275862
312.533333333333,304.285714285714,247.566666666667,213.3,236.266666666667,236.433333333333,249.433333333333,238.233333333333,297.233333333333,315.033333333333,291.833333333333,312.033333333333,311,284.51724137931
313.5,304.035714285714,248.333333333333,212.5,236.333333333333,236.9,250.5,237.766666666667,295.2,314.866666666667,292.166666666667,314.2,312.233333333333,284.379310344828
314.6,303.285714285714,249.466666666667,209.6,234.333333333333,234.5,251.266666666667,234.733333333333,294.5,314.966666666667,292.033333333333,316.633333333333,312.866666666667,285.586206896552
315.466666666667,303.928571428571,249.733333333333,208.1,232.333333333333,232.633333333333,251.633333333333,234.366666666667,293.233333333333,315.333333333333,291.7,317.9,313.466666666667,286.448275862069
315.966666666667,303.357142857143,251.033333333333,207.366666666667,231.3,232.3,252.066666666667,234.566666666667,292.2,316.133333333333,291.833333333333,319.166666666667,313.866666666667,286.310344827586
316.766666666667,303.25,251.533333333333,206.8,231.433333333333,232.866666666667,252.833333333333,235.966666666667,291.933333333333,316.133333333333,293.2,319.766666666667,313.966666666667,287.275862068966
316.9,302.25,252.666666666667,206.233333333333,231.033333333333,232.833333333333,253.466666666667,236.766666666667,291.833333333333,315.433333333333,293.733333333333,319.266666666667,314.3,287.379310344828
316.833333333333,302.321428571429,252.333333333333,206.966666666667,231.566666666667,232.766666666667,254.466666666667,238.5,292.1,315.6,294.466666666667,320.133333333333,314.033333333333,288.103448275862
317.333333333333,302.607142857143,253.433333333333,206.633333333333,231.633333333333,233.933333333333,255.233333333333,239.533333333333,292.433333333333,315.833333333333,294.8,321,314.166666666667,289.068965517241
317.9,302.964285714286,254.7,206.833333333333,231.7,234.8,255.033333333333,239.833333333333,293.766666666667,316.066666666667,295.2,322.466666666667,314.7,289.551724137931
318.866666666667,303.535714285714,254.7,207.533333333333,231.8,235.7,255.433333333333,240.433333333333,293.866666666667,315.966666666667,294.766666666667,323.633333333333,315.033333333333,289.896551724138
318.9,304.107142857143,255.466666666667,208.1,232.066666666667,236.2,255.366666666667,240.566666666667,293.8,315.966666666667,294.833333333333,324.066666666667,315.1,290.758620689655
319.433333333333,305.035714285714,255.5,208.066666666667,232.1,237.3,255.366666666667,241.266666666667,294.666666666667,315.6,295.066666666667,324.366666666667,315.8,290.724137931034
321.1,303.857142857143,256.4,207.233333333333,231.6,236.966666666667,255.6,240.066666666667,295.1,315.5,295.4,326.366666666667,317.633333333333,291.172413793103
323.2,303.071428571429,256.366666666667,203.9,230.833333333333,237,255.133333333333,237.533333333333,294.866666666667,315.433333333333,295.566666666667,328.933333333333,318.666666666667,290.241379310345
324.033333333333,300.714285714286,254.666666666667,204.133333333333,227.833333333333,234.533333333333,254.233333333333,235.733333333333,294.266666666667,315.666666666667,294.933333333333,329.9,319.533333333333,292.034482758621
324.6,302.285714285714,254.1,202.866666666667,227.533333333333,233.066666666667,254.5,235.333333333333,293.7,316.1,294,329.566666666667,320.1,293
323.7,302.642857142857,254.366666666667,202.6,228.4,232.266666666667,254.366666666667,236.833333333333,292.966666666667,316.033333333333,293.3,329.066666666667,320.9,293.51724137931
323.6,302.607142857143,254.466666666667,202.433333333333,228.566666666667,231.733333333333,254.366666666667,237.366666666667,293.033333333333,315.833333333333,292,328.133333333333,321.566666666667,293.827586206897
322.933333333333,302.75,253.966666666667,203.366666666667,228.833333333333,231.566666666667,254.066666666667,238.266666666667,292.133333333333,315.533333333333,290.4,328.1,321.866666666667,294.172413793103
322.6,301.464285714286,254.633333333333,203.5,228.8,231.566666666667,253.8,238.633333333333,291.8,314.3,288.866666666667,326.066666666667,321.1,295.137931034483
321.566666666667,301.428571428571,254.8,204.066666666667,229.533333333333,232.1,254.066666666667,239.366666666667,291.466666666667,312.7,287.566666666667,323.966666666667,320.366666666667,296.241379310345
321.466666666667,301.357142857143,254.733333333333,204.766666666667,230.533333333333,231.366666666667,254.566666666667,240.6,292.2,312.466666666667,286.5,322.4,319.533333333333,297.724137931034
321.433333333333,301,255.1,206.166666666667,231.266666666667,232.6,255.433333333333,241.666666666667,292.766666666667,310.833333333333,285.266666666667,320.433333333333,318.833333333333,298.241379310345
320.4,300.035714285714,254.566666666667,206.6,231.2,232.966666666667,255.733333333333,241.966666666667,292.433333333333,308.866666666667,284.933333333333,317.466666666667,316.666666666667,299.103448275862
320.433333333333,301.285714285714,253.133333333333,206.7,230.9,232.4,256.166666666667,241.966666666667,291.866666666667,306.833333333333,285.3,317.9,317.1,300.655172413793
320.833333333333,302.428571428571,245.9,204.066666666667,228.9,230.333333333333,256.066666666667,242,290.966666666667,305.633333333333,285.4,317.2,319.733333333333,302.310344827586
320.533333333333,301.892857142857,244.333333333333,203.066666666667,226.6,227.933333333333,254.866666666667,243.7,290.533333333333,305.7,286.4,317.2,319.6,304.241379310345
320.4,302.071428571429,244.133333333333,204.4,227,227.7,255.866666666667,243.533333333333,289.633333333333,305.166666666667,285.766666666667,316.8,318.6,306.48275862069
320.7,300.285714285714,243.533333333333,205.766666666667,227.5,226.666666666667,255.5,245.066666666667,289.4,304.6,285.4,316.133333333333,317.4,307.724137931034
320.833333333333,298.75,243.566666666667,207.633333333333,229.1,226.766666666667,256.866666666667,246,289.433333333333,303.333333333333,285.433333333333,314.966666666667,317,307.896551724138
320.1,299.714285714286,244.533333333333,208.066666666667,229.466666666667,227.466666666667,258.2,245.8,287.166666666667,302.333333333333,285.033333333333,315.2,316.4,308.344827586207
319.133333333333,299.464285714286,245.033333333333,208.633333333333,229.666666666667,226.933333333333,258.1,245.233333333333,287.8,301.533333333333,283.9,314.833333333333,315.433333333333,308.551724137931
317.933333333333,298.678571428571,245.7,209.366666666667,230.7,228.2,259.766666666667,244.933333333333,287.933333333333,300.933333333333,283.066666666667,315.066666666667,314.533333333333,309.137931034483
317.133333333333,299.714285714286,246.133333333333,210.166666666667,232.1,228.366666666667,261.1,244.433333333333,287.533333333333,300.866666666667,283.433333333333,313.933333333333,313.866666666667,310.344827586207
316.233333333333,299.5,246.833333333333,211.4,233.3,228.566666666667,261.8,244.666666666667,287.966666666667,301.133333333333,283.433333333333,313.633333333333,313.1,310.724137931034
316.233333333333,298.25,246.366666666667,211.666666666667,233.966666666667,229.1,261.566666666667,244.766666666667,287.066666666667,301.8,283.366666666667,313.3,312.433333333333,311.965517241379
316.133333333333,298.571428571429,246.566666666667,211.4,233.133333333333,227.4,260.7,245.4,286.5,302.566666666667,283.733333333333,312.5,312.233333333333,313.241379310345
315.4,298.107142857143,244.4,205.366666666667,227.266666666667,223.233333333333,257.166666666667,246.2,286.866666666667,303.466666666667,282.6,310.6,312.066666666667,316.034482758621
313.966666666667,297.821428571429,241.866666666667,198.366666666667,221,221.166666666667,255.533333333333,246.6,288.7,304.766666666667,281.066666666667,308.666666666667,310.966666666667,319.48275862069
312.8,299.357142857143,241.3,195.166666666667,220.366666666667,221.266666666667,256.133333333333,248.166666666667,289.3,304.766666666667,281.133333333333,308.6,312.233333333333,323.172413793103
313.1,299.785714285714,240.933333333333,195.733333333333,221.533333333333,221.733333333333,257.3,250.033333333333,290.633333333333,305.8,281.266666666667,308.766666666667,313.9,325.655172413793
313.1,301.071428571429,241.5,195.9,223.1,223.2,258.466666666667,250.833333333333,290.8,307.133333333333,282.466666666667,309.566666666667,315.066666666667,326.413793103448
313.733333333333,303.25,242.966666666667,196.333333333333,224.3,224,259.966666666667,252.366666666667,290.9,307.8,283.2,310.333333333333,315.6,327.241379310345
314.033333333333,303.714285714286,244.233333333333,196.466666666667,225.166666666667,226.133333333333,261.1,252.833333333333,291.3,308.4,282.4,311.266666666667,316.333333333333,328.172413793103
313.9,304.035714285714,244.5,197.966666666667,226.733333333333,227,261.166666666667,253.933333333333,292.2,308.633333333333,283.266666666667,312.533333333333,315.8,329.103448275862
314.133333333333,304.214285714286,246.4,199.4,227.133333333333,228.366666666667,262.066666666667,255.4,292.333333333333,309,283.566666666667,312.133333333333,315.3,329.551724137931
313.533333333333,304.178571428571,247.166666666667,199.566666666667,227.433333333333,229.833333333333,262.466666666667,257.533333333333,291.966666666667,308.633333333333,283.633333333333,312.266666666667,314.166666666667,330.068965517241
313.533333333333,303.857142857143,247.633333333333,199.633333333333,226.633333333333,230.133333333333,263.9,258,292.7,308.133333333333,283.766666666667,312.3,314.866666666667,330.758620689655
313.6,304.25,247.333333333333,198.666666666667,224.933333333333,230.566666666667,263.033333333333,258.033333333333,292.666666666667,308.233333333333,283.366666666667,312,315.2,330.689655172414
311.766666666667,301.607142857143,246.7,193.2,220.7,228.866666666667,259.566666666667,255.033333333333,292.166666666667,307.533333333333,281.366666666667,309.966666666667,314.2,327.551724137931
309.9,302.5,245.266666666667,192.166666666667,216.033333333333,227.666666666667,254.333333333333,251.866666666667,292.833333333333,306.933333333333,279.133333333333,309,311.7,324.172413793103
308.366666666667,304.821428571429,243.8,190.466666666667,215.3,227.333333333333,254.7,251.366666666667,294.066666666667,307.866666666667,277.566666666667,307.133333333333,309.633333333333,323.448275862069
307.533333333333,306.214285714286,243.333333333333,190.8,215.7,227.933333333333,256.6,252.133333333333,296.1,308.3,277.666666666667,306.7,310,323.344827586207
307.7,308.928571428571,245.333333333333,192.3,216.633333333333,229.6,257.766666666667,252.766666666667,296.966666666667,308.666666666667,278,306.933333333333,310.2,323.551724137931
307.166666666667,309.75,246.2,194.433333333333,216.633333333333,230.166666666667,259.3,253.233333333333,297.433333333333,308.4,277.9,307.166666666667,310.6,323.586206896552
307.333333333333,310.5,246.733333333333,195.533333333333,217.3,231.133333333333,260.133333333333,253.6,297.7,307.833333333333,278.066666666667,307.833333333333,310.1,323.137931034483
308.266666666667,311.392857142857,247.6,196.5,219.166666666667,231.066666666667,261.5,254.066666666667,298,307.966666666667,279.166666666667,308.933333333333,310.633333333333,324.172413793103
309.266666666667,311.321428571429,247.9,197.733333333333,220.533333333333,231.9,262.3,254.466666666667,298.166666666667,307.733333333333,279.8,308.366666666667,310.8,324.48275862069
309.066666666667,309.714285714286,248.7,199.933333333333,221.433333333333,232.633333333333,262.9,254.633333333333,298.266666666667,308.333333333333,280.1,308.933333333333,310.033333333333,324.241379310345
309,310.071428571429,249.3,200.533333333333,221.533333333333,233.366666666667,263.733333333333,254.466666666667,298.433333333333,308.7,280.7,310.033333333333,309.266666666667,323.896551724138
309.433333333333,309.214285714286,250.1,201.5,221.966666666667,234.6,263.7,252.4,297.733333333333,309,282.066666666667,310.833333333333,308.233333333333,322.862068965517
307.8,306.285714285714,250.4,199.833333333333,216.633333333333,235.533333333333,261.766666666667,247.766666666667,295.7,308.3,280.733333333333,310.2,304.933333333333,320.068965517241
305.533333333333,307.214285714286,250.133333333333,196.433333333333,210.266666666667,235.733333333333,258.8,244.733333333333,294.4,309.333333333333,279.566666666667,309.266666666667,301.666666666667,320.344827586207
304.333333333333,305.75,250.433333333333,194.333333333333,208.933333333333,236.4,258.266666666667,244.033333333333,293.266666666667,308.2,279.066666666667,307.733333333333,298.8,318.862068965517
303.5,305,250.233333333333,193.833333333333,208.466666666667,237.333333333333,258.233333333333,242.533333333333,293.933333333333,308.333333333333,278.5,308.633333333333,297.633333333333,318.034482758621
303.733333333333,306.392857142857,249.833333333333,193.566666666667,210.066666666667,238.7,258.6,242.566666666667,292.566666666667,309.033333333333,279.1,309.466666666667,296.8,319.51724137931
302.766666666667,306.214285714286,248.6,192.633333333333,210.866666666667,239.866666666667,257.933333333333,242.733333333333,291.433333333333,308.933333333333,279.566666666667,309.2,294.766666666667,319
303.4,304.821428571429,248.5,192.666666666667,211.1,241.733333333333,257.1,243.466666666667,291.366666666667,308.866666666667,279.666666666667,309.866666666667,295,318.862068965517
304.2,305.035714285714,248.9,192.866666666667,212.066666666667,242.5,257.3,243.766666666667,291.2,309.1,280.3,311.133333333333,294.833333333333,319.896551724138
304.766666666667,304.357142857143,249.533333333333,192,212.766666666667,242.233333333333,257.833333333333,243.666666666667,290.666666666667,309.666666666667,280.366666666667,311.633333333333,295.2,320.068965517241
304.466666666667,302.321428571429,250.333333333333,191.466666666667,213.233333333333,242.066666666667,257.466666666667,242.9,289.333333333333,310.333333333333,280.6,312.1,296,319.51724137931
304.4,301.25,250.3,191.266666666667,214,243.333333333333,257.066666666667,241.766666666667,289.266666666667,310.8,280.466666666667,312.766666666667,296.3,320.48275862069
304.566666666667,300.285714285714,250.133333333333,192.1,215.333333333333,243.633333333333,258.5,241.533333333333,288.666666666667,311.166666666667,279.833333333333,312.8,296.033333333333,320.310344827586
302.066666666667,297.821428571429,249.233333333333,190.466666666667,217.466666666667,243.666666666667,260.833333333333,240.166666666667,286.966666666667,312.366666666667,277.9,312.566666666667,293.9,318.379310344828
300.433333333333,300.464285714286,249.833333333333,188.9,220.1,243.4,262.7,239.9,287.433333333333,313.6,277.333333333333,316.133333333333,293.766666666667,318.48275862069
298.366666666667,300.928571428571,250.1,188.366666666667,221.133333333333,243.466666666667,266.266666666667,238.933333333333,286.566666666667,313.7,276.2,315.366666666667,293,317.344827586207
298.233333333333,302.035714285714,251.433333333333,187.9,222.7,243.733333333333,267.833333333333,238.966666666667,286.466666666667,314.866666666667,276.466666666667,316.9,293.166666666667,317.344827586207
297.633333333333,303.285714285714,252.233333333333,188.033333333333,223.1,242.966666666667,268.5,238.166666666667,285.733333333333,315.666666666667,277.1,318.166666666667,292.6,317.344827586207
297.7,303.75,254.133333333333,187.6,224.033333333333,242.733333333333,268.233333333333,236.733333333333,286,316.3,277.2,319.433333333333,293.066666666667,316.793103448276
299.233333333333,304,255.366666666667,187,225.366666666667,242.633333333333,268.6,235.833333333333,285.266666666667,316.433333333333,277.533333333333,320.7,293.6,316.724137931034
300.9,305.178571428571,257.933333333333,187.633333333333,226.3,241.933333333333,269.166666666667,236.3,285.3,317.133333333333,277.7,322.733333333333,294.233333333333,317.758620689655
301.2,305.321428571429,258.666666666667,187.766666666667,225.8,242.3,268.666666666667,235.333333333333,284.566666666667,317.766666666667,278.233333333333,323.033333333333,294.166666666667,317.620689655172
301.7,304.678571428571,258.666666666667,187.566666666667,226,242.433333333333,268.5,235.033333333333,283.866666666667,317.9,278.8,323.533333333333,294.266666666667,317.448275862069
302.833333333333,306.928571428571,260.233333333333,187.333333333333,226.033333333333,242.5,268.6,234.1,282.966666666667,318.833333333333,278.633333333333,325,295.133333333333,317.724137931034
302.966666666667,307.035714285714,261.1,186.166666666667,226.866666666667,240.2,268,233.7,282.366666666667,318.633333333333,278.633333333333,325.2,295.333333333333,316.896551724138
300.866666666667,305.392857142857,261.533333333333,182.933333333333,223.3,237.233333333333,268,228.033333333333,280.966666666667,318.2,276.533333333333,323.633333333333,294.2,313.793103448276
299.633333333333,310.035714285714,263.733333333333,180.5,223.166666666667,236.966666666667,266.9,224.433333333333,281.4,318.866666666667,276.333333333333,323.333333333333,293.3,312.275862068966
298,309.25,264.466666666667,178.5,222.9,235.366666666667,263.766666666667,220.9,280.133333333333,319.5,275.266666666667,322.6,291.866666666667,309.448275862069
296.066666666667,310.392857142857,265.866666666667,178.466666666667,222.466666666667,233.033333333333,262.966666666667,217.133333333333,279.7,319.7,275.366666666667,324.666666666667,292.766666666667,308.965517241379
296.533333333333,311.785714285714,266.233333333333,179.666666666667,222.233333333333,234.3,262.033333333333,215.466666666667,279.033333333333,319.433333333333,274.833333333333,326.5,291.566666666667,309.413793103448
297.1,311.25,267.066666666667,180.166666666667,222.066666666667,234.366666666667,262.466666666667,214.166666666667,279.433333333333,319.233333333333,274.866666666667,327.866666666667,290.566666666667,308.586206896552
297.3,312.285714285714,268.5,181.666666666667,221.1,234.866666666667,262.766666666667,213.266666666667,279.3,319.333333333333,275.366666666667,329.166666666667,290.3,308.068965517241
298.766666666667,315.75,270.966666666667,183.666666666667,221.9,235.733333333333,262.8,211.866666666667,280,319.233333333333,275.666666666667,330.133333333333,290.133333333333,309.275862068966
298.933333333333,317.071428571429,271.666666666667,185.866666666667,221.366666666667,234.533333333333,262.333333333333,210.833333333333,279.066666666667,318.966666666667,276.233333333333,330.7,290.4,309.620689655172
298.233333333333,316.892857142857,272.666666666667,186.3,219.833333333333,234,261.033333333333,209.666666666667,279.1,318.1,276.3,331.633333333333,289.5,308.724137931034
298.733333333333,319.107142857143,274.966666666667,186.966666666667,219.266666666667,234.366666666667,261.066666666667,208.366666666667,279.1,317.933333333333,276.8,331.933333333333,289.866666666667,310.862068965517
297.733333333333,319.357142857143,273.733333333333,187.933333333333,219.9,234.033333333333,259.933333333333,205.3,278.433333333333,317.766666666667,277.1,332.233333333333,289.566666666667,310.379310344828
294.8,318.214285714286,271.766666666667,191.9,227.266666666667,234.066666666667,261.933333333333,200.4,277.266666666667,317.3,276.266666666667,331.666666666667,288.833333333333,307
292.333333333333,320,272.566666666667,198.1,235.733333333333,236.066666666667,263,198.433333333333,277.533333333333,319.133333333333,278.2,332.633333333333,288.2,305.896551724138
290.766666666667,319.178571428571,270.733333333333,198.766666666667,237.166666666667,236.266666666667,261.833333333333,195.5,276.466666666667,318.9,277.733333333333,331.333333333333,288.366666666667,303.620689655172
289.633333333333,320.357142857143,270.166666666667,196.833333333333,236.133333333333,235.166666666667,260.866666666667,194.966666666667,275.833333333333,319.266666666667,277.933333333333,332.233333333333,289.533333333333,303.034482758621
288.866666666667,320.535714285714,269.9,196.033333333333,233.366666666667,234.4,258.7,194.066666666667,276.1,318.8,279.133333333333,332.766666666667,289.533333333333,303.862068965517
288.6,321,270.133333333333,193.633333333333,230.633333333333,233.233333333333,256.166666666667,194.1,276.1,318.666666666667,279.9,332.666666666667,289.066666666667,303.275862068966
288.766666666667,321.535714285714,269.966666666667,191.666666666667,228.3,232.966666666667,254.333333333333,194.866666666667,276.7,319.033333333333,279.866666666667,333.766666666667,289.1,303.103448275862
288.666666666667,324.357142857143,270.166666666667,188.966666666667,227,233.166666666667,253.266666666667,195.533333333333,276.666666666667,318.2,279.8,334.266666666667,288.866666666667,304.586206896552
288.566666666667,325.428571428571,269.8,186.966666666667,226.3,231.8,251.933333333333,195.133333333333,276.8,317.666666666667,279.833333333333,334.666666666667,288.966666666667,304.689655172414
288.233333333333,325.928571428571,268.8,184.933333333333,225.166666666667,232.4,250.833333333333,194.266666666667,277.566666666667,317.366666666667,280.166666666667,334.966666666667,288.933333333333,304.275862068966
287.933333333333,327.178571428571,268.766666666667,184.933333333333,224.6,233.333333333333,249.866666666667,194.1,278.566666666667,316.366666666667,280.3,335.2,289.133333333333,304.241379310345
288.533333333333,327.035714285714,266.266666666667,186.666666666667,223.166666666667,232.233333333333,247.333333333333,193.766666666667,278.266666666667,314.633333333333,279.766666666667,334.966666666667,289.233333333333,304.344827586207
